用户id,性别,等级,评论,发布时间,点赞数
19550551,保密,6,都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣都能捡史了为什么不能钓鱼🎣,1763076820,2
1563412,女,6,我方舟开服玩家120级，买了来自星辰，泡姆泡姆豪华礼盒，还送了我老公一个泡姆泡姆，一次测试资格都没拿到过是不是不太礼貌了[大哭][大哭][大哭][大哭],1763006561,3
12683859,男,6,鹈鹕最后一句塔塔别生气了，这里的塔是没有资格刀客塔的塔，是不是就听得懂了,1762915879,768
616727225,男,6,拿到资格以前我是不会点赞三连的😡,1763078587,107
2143535733,男,6,突然在想送礼是不是能送这个驼兽粪便,1762948924,3
228156086,男,6,希望鹰角出一个能在前线临时挖矿造弹药生产线，造炮塔用传送带给炮塔运输炮弹的模式[保卫萝卜_哭哭],1762932723,1
237268190,保密,6,可以给我么，RTX5090，可以格式优化[doge_金箍],1762934224,1
124137251,男,6,好奇需要什么配置[思考],1762930181,1
95438280,保密,5,在不出代餐游戏都换了多少了，可以慢慢打磨质量，但是一定要快,1762929519,1
133056295,女,5,看右上角，还有龙泡泡专卖店[Ave Mujica_愉快],1762929560,1
447074860,男,6,吾辈不知是狂是愚，唯知一路向前奔驰（,1762930898,1
32672975,男,6,看着挺不错，好了我允许你可以发我三测资格了，我劝你别不知好歹[傲娇],1762930771,1
3546941300411198,保密,3,如果我拿到终末地测试资格，我将向全班同学炫耀[热词系列_两面包夹芝士],1762934781,1
214393294,男,6,这画面真不错,1762936168,1
3546758999181657,男,2,今天成功转正，就在这留下我的脚印。,1762929609,1
95717097,男,6,现在资格已经发完了吗[大哭],1762932447,1
146570378,男,6,这个是大世界还是大箱庭,1762932247,1
13921554,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762913132,21
15428799,男,6,我资格呢？,1762929281,1
89651586,男,6,填问题烦死，直接不要资格了。,1762930856,1
3546745382374158,保密,4,你也要开拓？,1762931118,1
3493138117167689,保密,3,本来挺干练的衣服，结果身上挂一堆东西。看不懂,1762929982,1
6513938,男,6,"那我问你，你有没有米池？有没有大数据杀熟？
天天上线活跃度高的话，抽卡小保底会不会歪？！[辣眼睛]",1763166479,4
1878944491,保密,5,买量有点恐怖了吧，我都看了两三遍了每天打开还是能出现在首页😨,1763195390,21
350005468,男,6,扫地机器人转弯不自然，还需要打磨,1762914264,11
354808869,男,5,小灯问一下，玩这个的话会不会给明日方舟的奖励资源啊,1762926107,1
470446154,男,5,视频中一个画面中的文字似乎是萨卡兹语[藏狐],1762925034,1
1246474281,男,4,"想问一下手机处理器大概要什么水平才能畅玩终末地啊[笑哭]，我平板是天玑9300+，手机是骁龙8Elite,不知道能不能在高画质下丝滑运行[笑哭]",1762925576,1
23655883,保密,6,刚看了外网的展示，跟二测相比优化了太多东西，只能说nb,1762926283,1
11415152,保密,6,求问，玩法是大世界类似的么，和那一种游戏是类似的啊[笑哭],1762923933,1
286427264,保密,6,你是不能忘记的人😭😭😭,1762925802,1
456889262,男,6,BGM是啥呀好好听，还有佩丽卡可爱捏,1762927092,1
244114483,保密,6,等出来给绝崩月卡停了，快出[打call][打call][打call][打call][打call],1762923855,1
16851598,保密,6,请给我南北绿豆完整版,1762928645,1
493931581,男,6,不卖，纯馋人[大哭][大哭][大哭][大哭],1762925131,1
410109135,女,5,我！要！测！试！资！格！[tv_发怒][tv_发怒][tv_发怒],1762927879,1
122402398,男,5,快抽我啊[大哭],1762925185,1
32874695,男,6,想知道终末地的皮肤付费怎么算,1762925913,1
443095875,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763042330,2
391643176,男,6,你先慢慢测试打磨，但一定要快点公测，可是不能太快，要适当放缓速度保证质量，与此同时又要快一点，太慢的话我等不及，不过质量不好不行，所以慢一点好，总的来说还是不能太慢，就怎么说呢，还是要快一点,1762927603,1
12503462,保密,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTIwMzY2MTIxODA0Mg 差一个,1762928084,1
11003852,男,6,六年老粥一次测试资格没拿过，你知道我是怎么过的吗[大哭][大哭][大哭],1762927365,1
11081986,保密,6,测试资格又不给，还要每天发视频撩拨我，等到公测的时候狠狠地玩弄你😡,1763003169,13
106857838,男,6,这游戏前瞻就是让人看看动画的?这游戏的内容玩法你倒是展示一下啊,1763011036,4
1114661662,保密,5,是我的问题吗？还是觉得这种画风怪怪的[笑哭],1763197247,3
123040198,男,6,资格还挺难抽的，已经在备战公测了，希望多打磨打磨,1762922299,1
3546755295610889,保密,4,核电，轻而易举啊！,1762921150,1
3546715902708359,保密,4,这几个好这几个好[喜欢],1762921405,1
3461571003026378,男,5,我要玩终末地[2024明日方舟音律联觉_呜呜],1762921493,1
383062581,保密,5,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTM0NTA5MzEzMzI3MA  还有个位置 电力满了[笑哭],1762923762,1
87719876,保密,6,音乐这么帅[哦呼][哦呼],1762922125,1
415528582,男,6,不懂就问，预约给的五星角色是不是相当于其他游戏的四星,1762921661,1
11610798,保密,6,男女主可以切换吗,1762921360,1
157745399,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763033750,3
627649994,女,4,战斗是什么样的啊？,1762923312,1
363219068,保密,5,我终压抑都犯了[大哭]，之前说全面测试我还专门买了个17，结果现在都没有抽到资格[无语],1762920988,1
11580950,男,6,测试资格怎么获取,1762921490,1
562141065,保密,5,所以我测试资格呢？,1762923366,1
398162899,保密,4,"“我们必须要提出一个建议！一个有利于我们热爱的事物更加美好的建议！”
“加入伤害数字可屏蔽选项！”
“没错！”
“没错！”
“没错！”
“加入近距离欣赏人物形象功能！”
“同意！”
“同意！”
“同意！”
“以及！我要看到管理员和佩丽卡的玉足并狠狠的舔口牙！”
“没……等等？”
“什么玩意儿！我先来！”
“滚开我先来！”",1763287265,3
293600930,保密,6,好了，出完轮到粥友来吸引原友火力了[doge],1763206279,2
51808070,男,6,不是，昨晚上才80w 今早上才100w呢，怎么了这是，怎么多了140w[明日方舟_怎么回事],1763024645,2
347807180,保密,6,嗨搁这乐呢，就是你小子天天不给我发资格？公测了你不炸我也要把你搞炸[阴险],1762913505,72
157108466,保密,4,为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡为什么还不给我资格？😡,1763255228,4
30791972,保密,6,我没有资格啊 我没资格,1762926689,48
106153312,女,6,*>ω<*,1762924105,4
12774876,保密,6,小登快来 现在加入就是老资历 让我们一起等终末地上线,1762920828,1
470439997,保密,5,我是塔位二的恶灵！让我进去，放我进去！！[大哭],1762920069,1
5456377,男,6,我资格呢我资格呢我资格呢我资格呢[微笑],1762919279,1
3152297,男,6,欢迎来到游戏《明日方舟·资格呢》现场[doge],1762919138,1
322041385,保密,6,喝船不开酒，开酒不喝船,1762920685,1
47129767,男,6,好耶😆[脱单doge],1762920978,1
1293771763,女,5,秒赤！,1762920006,1
3546629065934856,保密,4,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762920070,1
13640692,男,6,这个能到500万不？,1762920846,1
40522198,男,6,不玩测试，想保留惊喜感到正式服，这游戏是最期待的二游，为了这个我感觉可以抛弃目前玩的游戏,1762920381,1
1170064075,保密,5,端游和手游有区别吗[思考],1762919542,1
5522884,男,6,那我问你，我的测试资格呢？,1762919484,1
667661977,女,5,@求精彩番剧 给我玩终末地吧我什么都会做的[大哭],1762920540,1
409150995,男,6,[爱心][给心心][爱心],1762919152,1
667661977,女,5,@求精彩番剧,1762920294,1
88709381,保密,6,问卷资格还没有开始发放，大家千万不要去买黄🐄的资格！,1762918866,1
1143275419,保密,5,成天发预告发前瞻，发完预告发预告的前瞻，发完前瞻发前瞻的预告，真无敌,1762914073,7
93583817,男,6,这身材比例不对吧？极品魅魔怎么变超绝儿童了？？,1762914772,11
1091705397,保密,5,不是说unity引擎因为底层代码做不到高精建模吗[哦呼],1762919839,1
628072402,男,5,嘿，鹰角，你动不动发预告的日子结束了，把测试资格给我,1762913349,9
651843797,保密,6,这个二维码能扫，YJ为了让你预约的小巧思,1762917446,1
391734586,保密,5,剪辑师肯定剪爽了,1762917830,1
3546711158950289,保密,3,明年春天能公测吗？,1762918656,1
1406160689,男,4,武陵陈姐[doge_金箍],1762918851,1
35433498,男,6,拼搏百天，天师府见[物述有栖_好耶][物述有栖_好耶][物述有栖_好耶],1762917398,1
204972360,保密,6,我刚毕业，能把我分配去终末地吗[大哭],1762917944,1
204972360,保密,6,终末地终究还是拉了[笑哭],1762918736,1
392599195,保密,6,准备当个zmd开服玩家了，许愿轻松满潜小羊[音律联觉_欢迎],1762918825,1
43004754,男,6,小时候看这集按Q毁天灭地坐死一个娜娜了,1762918391,1
1001509450,保密,5,我好喜欢那个车的转向动作啊[Ave Mujica_愉快],1762917807,1
3546612838172894,保密,4,封面看板娘老婆可爱呢,1762917842,1
35877967,保密,6,给我个资格交个朋友，我把下个月工资氪了[OK],1762918322,1
678384761,保密,6,没有三测资格，润了等公测了,1762917544,1
1521249163,保密,5,现在还没有测试资格是不是就没了[难过],1762917308,1
3546736654027176,男,4,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763001911,3
